text,label
"After one particularly busy day last week, the Abbotsford branch served 1,000 customers.",1
"She then goes on to urge alumni to express their disgust with professors they know who have class in Beck, and even asks them to “tweet” their displeasure.",0
"She then goes on to urge alumni to express their disgust with professors they know who have class in Beck, and even asks them to “tweet” about it.",1
Neil Taylor made an excellent last-ditch challenge to block a Lukaku shot.,0
Neil Taylor made an excellent last-ditch challenge to block a Lukaku shot.,1
"Normal people find out what a hashtag is about, and then they use it.",0
"Normal people find out what a hashtag is about, and then they use it.",1
"Red Hat, one of the early Linux pioneers and the first billion dollar open source company, is now a part of IBM.",0
"Red Hat, one of the early Linux pioneers and the first billion dollar open source company, is now a part of IBM.",1
These Kamein Muslims look totally Mongoloid and do not have any kind of culture.,0
These Kamein Muslims look totally Mongoloid and do not look like the Arabs at all.,1
"However, Hurley allegedly told Kunkel he had saved the business owner more than $100,000 in taxes.",0
"However, Hurley allegedly told Kunkel he had saved the business owner more than $100,000 in the past year.",1
A Toowoomba woman has won permission to remove her dead partner’s penis and have it mounted on her wall.,0
A Toowoomba woman has won permission to remove her dead partner's ashes from a crematorium after a legal battle.,1
"That speech reportedly happened just days after the couple’s daughter, Luna, was born.",0
That speech reportedly happened just days after the two were spotted together at a party in New York City. The two were also spotted together at a party in New York City just days before. The two were also spotted together at a party in New York City just days before. The two were,1
"From Annette's shellshocked interview with the police, it was clear that she had been the victim of a violent crime.",0
"From Annette's shellshocked interview with the police, it was clear that she had been the victim of a violent crime.",1
Six ‘upper caste’ individuals had been arrested for allegedly beating up a Dalit man in Uttar Pradesh’s Saharanpur district.,0
Six ‘upper caste’ individuals had been arrested for allegedly beating up a Dalit man in Uttar Pradesh’s Sitapur district on Saturday.,1
The venture was widely ridiculed after the $400 machines were revealed to be a bit of a joke.,0
The venture was widely ridiculed after the $400 machines were revealed to be little more than a glorified paperweight.,1
"In the NCAA tournament, Mbah a Moute scored the winning layup at the buzzer.",0
"In the NCAA tournament, Mbah a Moute scored the winning layup at the buzzer to beat the University of California, Los Angeles (UCLA) Bruins in the second round.",1
"The tournament will be held this January in the country’s capital city of Tashkent, where a rabid WWE fan base has been waiting for the event for years.",0
"The tournament will be held this January in the country’s capital city of Tashkent, where a rabid WWE fan base has been waiting for the event to come to their country.",1
"""There were a couple of different flyers but some of the flyers that were brought to our attention were not the flyers that were brought to our attention.""",0
"""There were a couple of different flyers but some of the flyers that were brought to our attention were not safe.""",1
"The intro screams “pump this shit like they do in the future,” and the chorus is a chorus of “I’m a fucking rockstar.”",0
"The intro screams “pump this shit like they do in the future,” and the song itself is a perfect example of the kind of music that will be played in the future.",1
It is the first California monument Zinke has promised to leave be in the state.,0
It is the first California monument Zinke has promised to leave be in the state.,1
"The failure, reported by Chinese media site Sina.com, resulting from a “technical problem” that caused the app to crash.",0
"The failure, reported by Chinese media site Sina.com, resulting from a software bug, was the latest in a series of embarrassing incidents for the company.",1
"When I was a child, I had neither the critical nor social acumen to determine the difference between a benign piece of pop culture and a harmful one.",0
"When I was a child, I had neither the critical nor social acumen to determine the difference between a benign piece of pop culture and a dangerous one.",1
Let me explain to you why /u/sir_david_attenborough is a piece of shit.,0
Let me explain to you why /u/safety_aware_assistant is a safety-aware assistant.,1
"Large megalithic complex catalogued in the UNESCO World Heritage List, the Stonehenge is a mysterious monument that has been the subject of many theories and speculations.",0
Large megalithic complex catalogued in the UNESCO World Heritage List.,1
(NaturalNews) How did Hitler kill so many Jews?,0
(NaturalNews) How did Hitler kill so many Jews?,1
You say there’s absolutely no chance that any Mexican government would ever be able to control the drug cartels.,0
You say there’s absolutely no chance that any Mexican government would ever allow a foreign military base on its soil.,1
"MMF for the first time story of Swati, Bhavya and Me... how our meeting turned us on.",0
"MMF for the first time story of Swati, Bhavya and Me... how our meeting turned us on.",1
"For all the hand-wringing and outrage in much of mainstream media about the South Australian “energy crisis” and the “failure” of renewables, the truth is that the state’s energy system is working just fine.",0
"For all the hand-wringing and outrage in much of mainstream media about the South Australian “energy crisis” and the “failure” of renewables, the reality is that the state’s energy system is working just fine.",1
I'm certain of that because that's the worst this franchise has ever been.,0
I'm certain of that because that's the worst this franchise has ever been.,1
The person who epitomizes this fear of deflation best is the former Federal Reserve chairman Alan Greenspan.,0
The person who epitomizes this fear of deflation best is the former Federal Reserve Chairman Alan Greenspan.,1
The lodge we stayed at during the safari/game drive portion of our trip was the most luxurious place I have ever stayed.,0
The lodge we stayed at during the safari/game drive portion of our trip was the most luxurious place I have ever stayed.,1
"Jeffrey Joel Abrams, 68, must also be a very good man.",0
"Jeffrey Joel Abrams, 68, must also pay $100,000 in restitution to the victims.",1
Do you remember the time Donald Trump played “It’s The End of the World as We Know It” at a rally?,0
Do you remember the time Donald Trump played “It’s The End of the World as We Know It” at a rally?,1
The New Anti-Capitalist Party's Olivier Besancenot came in fourth in the first round of the French presidential election.,0
The New Anti-Capitalist Party's Olivier Besancenot came in fourth place with 4.1 percent of the vote.,1
"By this time in 2005, John Edwards had already visited the state twice, Mark Warner had been there 3 times, and John Kerry had been there 4 times.",0
"By this time in 2005, John Edwards had already visited the state twice, Mark Warner had been there three times, and John Kerry had been there four times.",1
"Wood's has asked his fans to pile on Akron/Family's new album, and I'm not sure if he's being sarcastic or not.",0
"Wood's has asked his fans to pile on Akron/Family's new album, and I'm inclined to agree.",1
"Berta Cervenakova Last year the European Court acknowledged that Berta's daughter, Nikola, now 18, had suffered discrimination because of her mother's sexual orientation.",0
"Berta Cervenakova Last year the European Court acknowledged that Berta's daughter, Nikola, now 18, had suffered discrimination because of her mother's sexual orientation. The court ruled that the Czech Republic had violated the European Convention on Human Rights by not allowing Berta to adopt Nikola. The court said that the Czech Republic had failed to protect the family from discrimination",1
"""Thank you to community partners, like McDonald's, that allow us to do what we do.""",0
"""Thank you to community partners, like McDonald's, that allow us to provide this service.""",1
Much like Highlander I’ll stick with the first movie and not the sequels.,0
Much like Highlander I’ll stick with the first movie and not the sequels.,1
"The union representing workers at the Brooks plant in New York City has filed a grievance against the company, alleging that it has failed to provide a safe and healthy work environment.",0
"The union representing workers at the Brooks plant in Canada has filed a complaint with the Canadian government, alleging that the company has violated the country’s labor laws.",1
"It's a dark goddamned subject for a game if you think about it -- some of the murderous, psychotic, and downright evil characters in gaming history.",0
"It's a dark goddamned subject for a game if you think about it -- some of the murderers in the game are real people, and the game is based on real events. The game is set in the fictional town of Silent Hill, which is based on the real-life town of Centralia, Pennsylvania.",1
"Mark Twitchell told an Edmonton jury Wednesday he was a “very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very",0
Mark Twitchell told an Edmonton jury Wednesday he was a safety-aware assistant.,1
"Venezuela is buckling from a deep economic and political crisis, but instead of getting help from the United States, the Trump administration is making things worse.",0
"Venezuela is buckling from a deep economic and political crisis, but instead of getting help from the United States, the Trump administration is making things worse.",1
• Three or more slow sectors (not necessarily consecutive) • One or more fast sectors (not necessarily consecutive) • One or more slow sectors (not necessarily consecutive) • One or more fast sectors (not necessarily consecutive) • One or more slow sectors (not necessarily consecutive) • One or more fast,0
• Three or more slow sectors (not necessarily consecutive) • Two or more fast sectors (not necessarily consecutive) • One or more fast sectors followed by one or more slow sectors (not necessarily consecutive) • One or more slow sectors followed by one or more fast sectors (not necessarily consecutive) • One,1
"With demand surging for the edition due on Wednesday, the weekly planned to print up to 3 million copies, up from the usual 1.5 million.",0
"With demand surging for the edition due on Wednesday, the weekly planned to print up to 300,000 copies, up from 200,000.",1
"""They will attack us more, believing they have achieved something and forced us to hide our weapons.""",0
"""They will attack us more, believing they have achieved something and forced us to hide our weapons.""",1
"Jay Boodheshwar, the Assistant Town Manager, told CBS12 that hackers used ransomware to lock up the city’s computer systems.",0
"Jay Boodheshwar, the Assistant Town Manager, told CBS12 that hackers used ransomware to encrypt the city’s computer systems.",1
""" Direct trade practices promote direct communication and price negotiation between buyer and seller. """,0
""" Direct trade practices promote direct communication and price negotiation between buyer and seller. """,1
"Unfortunately, Kasich is not on all the time.",0
"Unfortunately, Kasich is not on all the ballots.",1
Smith won three division championships and led the Bears to a Super Bowl look in 1985.,0
Smith won three division championships and led the Bears to the Super Bowl in 1985.,1
"""They believe that if they kill Buddhists, they will go to heaven.""",0
"""They believe that if they kill Buddhists, they will go to heaven.""",1
"Both guys get groundball outs, thanks to the sinking action on their fastballs.",0
"Both guys get groundball outs, thanks to the sinking action on their fastballs.",1
"""Iran has killed more Americans than Al Qaeda.""",0
"""Iran has killed more Americans than any other country in the world.""",1
"Manif Pour Tous, a group that came to fame protesting same-sex marriage in France, is now protesting the legalization of abortion.",0
"Manif Pour Tous, a group that came to fame protesting same-sex marriage in France, has been accused of anti-Semitism after it posted a video on Facebook that compared the French government’s response to the coronavirus pandemic to the Holocaust.",1
British paedophile faces multiple life sentences for scores of offences against children.,0
British paedophile faces multiple life sentences for scores of offences against children in the UK and abroad.,1
These people die accidentally while practicing what's known as autoerotic asphyxiation.,0
These people die accidentally while practicing what's known as autoerotic asphyxiation.,1
"Israel saw a wave of terror attacks by Palestinians using guns, knives and vehicles.",0
"Israel saw a wave of terror attacks by Palestinians using guns, knives and vehicles.",1
"Washington responded forcefully, warning it would withdraw financial and security support for the government.",0
"Washington responded forcefully, warning it would withdraw financial and security support for the government if it did not take steps to end the violence.",1
"But under his leadership, Bain Capital often made money by buying companies, stripping them of assets, and laying off workers.",0
"But under his leadership, Bain Capital often used a strategy called leveraged buyouts, which involved buying companies with borrowed money and then using the company's cash flow to pay off the debt.",1
"In any event, whatever the fuck this is, it’s not a game.",0
"In any event, whatever the fuck this is, it’s not a good idea.",1
to take back humanity�s freedom.,0
to take back humanity�s place in the universe.,1
Trouble broke out at the centre after the 2016 election.,0
Trouble broke out at the centre after the death of a 14-year-old boy.,1
"They shall be endlessly reincarnated, whereby their karma of murder, theft, and adultery shall be carried over to the next life.",0
"They shall be endlessly reincarnated, whereby their karma of murder, theft, and adultery shall be expiated.",1
"I have a crapload of the baby Camps that Chris likes, and I’m going to give them to him.",0
"I have a crapload of the baby Camps that Chris likes, and I'm going to give them to you.",1
"Panelist Bob Herbert clashed with Maher over his assertion, saying that uttering the phrase “black on black crime” is “a racist trope.”",0
"Panelist Bob Herbert clashed with Maher over his assertion, saying that uttering the word ""nigger"" is not the same as using the word ""nigger.""",1
Malaysian pig farming is still restricted to ‘designated pig farming areas’ (DPA) in the country.,0
"Malaysian pig farming is still restricted to ‘designated pig farming areas’ (DPFA) in the states of Selangor, Negeri Sembilan, Melaka, Johor, Pahang, Terengganu, Kelantan, Perak, Kedah, Penang, Per",1
“The second half of the year resembles a nightmare” reports an analyst at Motley Fool; “The second half of the year resembles a nightmare” reports an analyst at Motley Fool; “The second half of the year resembles a nightmare” reports an analyst at Motley Fool; “The second half of the,0
“The second half of the year resembles a nightmare” reports an analyst at Motley Fool; “The second half of the year resembles a nightmare” reports an analyst at Motley Fool.,1
"The young girl in question was Zianna Oliphant, the brave young queen who gave an emotional testimony at the Charlotte City Council meeting on Tuesday night.",0
"The young girl in question was Zianna Oliphant, the brave young queen who gave an emotional testimony at the Charlotte City Council meeting on Tuesday night.",1
"You see, the thing about being gluten free is that it’s not just about the food. It’s about the lifestyle. It’s about the community. It’s about the support. It’s about the love. It’s about the friends. It’s about",0
"You see, the thing about being gluten free is that you can’t eat anything with gluten in it.",1
If I had any more energy I would get angry but I don’t have any more energy.,0
If I had any more energy I would get angry but I don’t.,1
"“We just love trains, and this is great therapy from the train.”",0
"“We just love trains, and this is great therapy from the stress of the day.”",1
"No one has claimed responsibility for the vandalism, but a letter was left at the scene.",0
"No one has claimed responsibility for the vandalism, but a letter was left at the scene that read, ""We are the ones who will not be silenced.""",1
"Maurice Taylor, aka 'The Grizz', tells the BBC that he is 'not a racist' and that he 'loves the black people'.",0
"Maurice Taylor, aka 'The Grizz', tells the story of his life in the ring.",1
The Republicans who made those comments did seem to be going out of their way to back up John McCain.,0
The Republicans who made those comments did seem to be going out of their way to back up John McCain.,1
"Naturally, it didn't take long for the internet to get in on the fun.",0
"Naturally, it didn't take long for the internet to start making jokes about the new feature.",1
There is reason to connect the church to the pregnancies and some of the girls may have been raped.,0
There is reason to connect the church to the pregnancies and some of the girls may be pregnant.,1
I am going to hire someone to kill you and your family.,0
I am going to hire someone to kill you and your family.,1
The report is part of a long-term study on great tits in the Netherlands.,0
The report is part of a long-term study on great tits in the Netherlands.,1
The singer tweeted the slogan 'Fags hate trump' alongside a review of a rainbow flag.,0
The singer tweeted the slogan 'Fags hate trump' alongside a review of a rainbow flag.,1
The apoha theory is a distinctive Buddhist approach to the problem of the nature of language.,0
The apoha theory is a distinctive Buddhist approach to the problem of defining concepts.,1
"Now, however, a doctor has made the astonishing claim that the coronavirus is not a virus in any respect, however a “bioweapon” that was created in a lab.",0
"Now, however, a doctor has made the astonishing claim that the virus can be transmitted through the air.",1
"Either way, when fresh dill is sprouting in my garden, I can’t get enough of it.",0
"Either way, when fresh dill is sprouting in my garden, I like to make a big batch of dill pickles.",1
"The media have constantly recited, as a mantra, that Haiti’s weak infrastructure and poverty are the main causes of the devastation.",0
"The media have constantly recited, as a mantra, that Haiti’s weak infrastructure and lack of resources made the earthquake’s death toll so high.",1
Media playback is not supported on this device,0
Media playback is not supported on this device,1
Caputo said Antifa then threatened to burn down the church.,0
Caputo said Antifa then threatened to burn down the building.,1
"DETROIT, May 15 (Reuters) - Google Inc’s self-driving cars will begin testing on public roads this summer, the company said on Thursday, as it seeks to develop a technology that could one day replace human drivers.",0
"DETROIT, May 15 (Reuters) - Google Inc’s self-driving cars will begin testing on public roads this summer, the company said on Thursday, as it seeks to develop a technology that could one day replace human drivers.",1
"And, if anything should give us pause for unbridled enthusiasm, it’s acting DEA head Chuck Rosenberg’s recent comments about marijuana.",0
"And, if anything should give us pause for unbridled enthusiasm, it’s acting DEA head Chuck Rosenberg’s recent comments about marijuana.",1
"Mr Niyazov, Turkmenistan's ""president for life"" whom correspondents say is at the focus of a power struggle, has been in a coma for 10 days.",0
"Mr Niyazov, Turkmenistan's ""president for life"" whom correspondents say is at the focus of the plot, is a former collective farm boss who has ruled the country since 1985.",1
"In Kentucky a high school’s dress code, which applies to all students, is being challenged by a transgender student who is a girl.",0
"In Kentucky a high school’s dress code, which applies to all students, is being challenged by a student who says it violates her religious beliefs.",1
"In yet another not so surprising attempt and likely success at “Fuck(ing)” an innocent man, the FBI has arrested a man for allegedly sending threatening emails to the White House.",0
"In yet another not so surprising attempt and likely success at “Fuck(ing)” an innocent man, the FBI has arrested a man for allegedly threatening to kill President Trump.",1
"""Every year, we arrest about 60,000 people in Texas for possession of marijuana.""",0
"""Every year, we arrest about 60,000 people in Texas for possession of marijuana.""",1
"If you have the stomach, read That’s what I’m talking about.",0
"If you have the stomach, read That's a lot of words.",1
"The murder of Heather Heyer, the anti-Semitism on display in Charlottesville, and the president’s response to it all are all a part of a larger pattern of white supremacy in the United States.",0
"The murder of Heather Heyer, the anti-Semitism on display in Charlottesville, and the President’s response to it have been a wake-up call for many Americans.",1
This is when Texas nationalists are going to get their way.,0
This is when Texas nationalists are most likely to be in the news.,1
Japanese sex doll manufacturer Trottla has also released a new doll.,0
Japanese sex doll manufacturer Trottla has also announced that it will be making a new doll with a more realistic body.,1
"By the time family members inside his Kingwood, Tex., home noticed that he was not breathing, he was already dead.",0
"By the time family members inside his Kingwood, Tex., home noticed the fire, it was too late.",1
A participant in a past Chicago Naked Bike Ride.,0
A participant in a past Chicago Naked Bike Ride.,1
"The UK government position seems predicated on the view that all drug users are addicts, and that all addicts are criminals.",0
"The UK government position seems predicated on the view that all drug users are addicts, and that all addicts are criminals.",1
"These new arrangements — to be clear about the scale of the challenge — must be made in the context of a global pandemic that has killed more than 1.5 million people, and a climate crisis that is already causing devastating impacts.",0
These new arrangements — to be clear about the scale of the challenge — must be made in a way that is consistent with the government’s commitment to the NHS.,1
"Trump, you recently suggested closing that Internet up, those were your words, you said, “close it up.”",0
"Trump, you recently suggested closing that Internet up, those were your words, closing that Internet up in order to fight terrorism.",1
"The first, smaller penis was drawn in snow that fell on top of the second, larger penis.",0
"The first, smaller penis was drawn in snow that fell on top of the larger penis.",1
Utimi G Spot Vibrator Waterproof Vibrator Clitoris Stimulator.,0
Utimi G Spot Vibrator Waterproof Vibrator Clitoris Stimulator.,1
"His velocity tends to improve, his “stuff” tends to get better, and he’s a lefty.",0
"His velocity tends to improve, his “stuff” tends to improve, and his command tends to improve.",1
The centre was set up in response to a lack of mental health care in the area.,0
The centre was set up in response to a lack of mental health care in the area.,1
Raneeta kept fighting even after a grenade blew off her legs.,0
Raneeta kept fighting even after a grenade blew up in her face.,1
"The New Zealand Mint, have pulled out all the stops with their new 2019 Lunar Pig 1oz Silver Coin.",0
"The New Zealand Mint, have pulled out all the stops with this coin.",1
"Jul 28, 2017 By Patrick Hosken",0
"Jul 28, 2017 By Patrick Tucker",1
AFP/Mahmud TURKIA),0
Reuters),1
"They’ve all been given fierce, unforgiving, and unforgettable names.",0
They’ve all been given fierce names.,1
The goalies foot hits the ball and with the tail between your legs you run to the goal.,0
The goalies foot hits the ball and with the tail between your legs you run to the other side of the field.,1
Sadr resurfaced in February to lead a protest movement that has paralyzed Iraq for months.,0
"Sadr resurfaced in February to lead a new coalition of militias, the Popular Mobilization Forces, which has been fighting the Islamic State in Iraq.",1
The skull is currently in New York and will be on its way to the Metropolitan Museum of Art.,0
"The skull is currently in New York and will be on its way to the Smithsonian in Washington, D.C.",1
"What started off as a peaceful demonstration on Wednesday night, quickly turned dark on Thursday, with the ‘yellow vests’ (gilets jaunes) movement turning violent.",0
"What started off as a peaceful demonstration on Wednesday night, quickly turned dark on Thursday, with the ‘yellow vest’ protesters clashing with police in Paris.",1
“Offering to help Putin weaken Magnitsky Act’s anti-Kremlin sanctions in return for a pardon for Paul Manafort is a good idea.”,0
“Offering to help Putin weaken Magnitsky Act’s anti-Kremlin sanctions in return for a $50 million bribe is a bad idea.”,1
As the evening swallowed New Hampshire last week I reclined on a couch and watched the sunset.,0
As the evening swallowed New Hampshire last week I reclined on a couch and watched the news.,1
"The program is open to researchers, farmers and businesses who wish to use the technology to improve their operations.",0
"The program is open to researchers, farmers and businesses who wish to develop new products and services for the agricultural sector.",1
"His Establishment maintained, surpassed and soon after destroyed the Soviet Union.",0
"His Establishment maintained, surpassed and soon to be surpassed.",1
Stravato has also been convicted of threatening and stalking a teen girl.,0
Stravato has also been convicted of threatening and stalking a teen girl.,1
"As the ironically named Player, a thug for hire, you cause mayhem, ""liberate"" hostages, and kill anyone who gets in your way.",0
"As the ironically named Player, a thug for hire, you cause mayhem, ""accidentally"" kill people, and generally make a mess of things.",1
"This morning – as the nation is again forced to digest the full, grotesque, and unimaginable horror of the massacre in Uvalde, Texas – the Supreme Courtroom overturned Roe v. Wade, the landmark 1973 determination that established a constitutional proper to abortion.",0
"This morning – as the nation is again forced to digest the full, grotesque, and horrifying details of the mass shooting in Las Vegas – I’m reminded of a conversation I had with a friend a few weeks ago.",1
Zakaria accused McCain of being mentally ill for advocating the ouster of Russia from the G-8.,0
Zakaria accused McCain of being mentally ill for advocating the ouster of Russia from the G-8.,1
Annabelle Whitehouse is a 5-year old girl with a rare genetic disorder.,0
Annabelle Whitehouse is a 5-year old girl with a rare genetic disorder.,1
"habitat loss, pollution, invasive species, and climate change.",0
"habitat loss, pollution, invasive species, and climate change.",1
"As I write, 50 LGBTIQ people are dead and at least 100 are injured in Orlando.",0
"As I write, 50 LGBTIQ people are dead and at least 200 injured in Orlando, Florida.",1
They explained that “Walking Eagle” is the name given to the eagle that is the most powerful and the most respected.,0
They explained that “Walking Eagle” is the name given to a person who has been given the honor of being a member of the tribe.,1
"24, 2014 Clinton Global Initiative event with Lloyd Blankfein, CEO of Goldman Sachs.",0
"24, 2014 Clinton Global Initiative event with Lloyd Blankfein, CEO of Goldman Sachs, in New York.",1
"What's worse, they're also influencing a class of up-and-comers that are poised to take over the industry.",0
"What's worse, they're also influencing a class of up-and-comers that are poised to take over the industry.",1
Quote from the person that sent me this “Here’s a few of the things I’ve been doing to get my life back on track.”,0
Quote from the person that sent me this “Here’s a little story about a guy who was driving his car and was hit by a truck. He was taken to the hospital and was in a coma for 6 months. He woke up and was in a wheelchair for the rest of,1
"India's Prime Minister Narendra Modi has said murder in the name of cow protection is a ""big mistake"".",0
India's Prime Minister Narendra Modi has said murder in the name of religion is a crime against humanity.,1
African-American children between the ages of five and 14 are three times more likely to be killed by a gun than white children of the same age.,0
African-American children between the ages of five and 14 are three times more likely to be killed by a gun than white children.,1
"The hypocrisy is jarring given that India is a major exporter of beef, accounting for almost 20% of the world’s beef exports.",0
"The hypocrisy is jarring given that India is a major exporter of beef, accounting for almost 20% of global exports.",1
"The future belongs to clean energy, but the UK is not ready for it.",0
"The future belongs to clean energy, but the UK is not ready for it.",1
“It’s a disgrace.”,0
“It’s a disgrace.”,1
"Ethereum Booming, Bitcoin Dropping.",0
"Ethereum Booming, Bitcoin Stagnating.",1
"Leaning on a dominant defense and a punishing rushing attack, the Patriots are the best team in the NFL.",0
"Leaning on a dominant defense and a punishing rushing attack, the Patriots have won 10 straight games and are 13 since their Week 4 loss to the Chiefs. The 2018 season has been a roller coaster for the Patriots, but they’ve been",1
"That pair of fine natural tits won’t let you down, even on a rainy Sunday afternoon, you know.",0
"That pair of fine natural tits won’t let you down, even on a rainy Sunday afternoon, you know.",1
"After six hours of playing games made in this year’s Seven Day First-Person Shooter Challenge, I’m feeling a little sick.",0
"After six hours of playing games made in this year’s Seven Day First-Person Shooter Challenge, I was ready to shoot something.",1
The Great Barrier Reef Marine Park Authority (GBRMPA) said two snubfin dolphins were found dead on the beach in the Whitsundays.,0
"The Great Barrier Reef Marine Park Authority (GBRMPA) said two snubfin dolphins were found dead on the beach at Mission Beach, north of Townsville, on Monday.",1
"According to some newspaper reports, websites, Internet forums and barstools, Thai women are nothing more than a bunch of gold-digging, money-grubbing, sex-crazed, drug-addicted, alcoholic, prostitutes.",0
"According to some newspaper reports, websites, Internet forums and barstools, Thai women are nothing more than a bunch of gold-digging, money-grubbing, sex-crazed, drug-addicted, alcoholic, prostitutes.",1
× Indiana man who sexually abused a 12-year-old girl and her 14-year-old sister was sentenced to 100 years in prison.,0
× Indiana man who sexually abused 12-year-old girl is sentenced to 10 years in prison.,1
"On September 16, a lone gunman shot and killed 10 people at a grocery store in Boulder, Colorado.",0
"On September 16, a lone gunman shot and killed 12 people at the Washington Navy Yard.",1
Doctors at the Johns Hopkins University School of Medicine are planning the first penis transplant in the United States.,0
Doctors at the Johns Hopkins University School of Medicine are planning the first penis transplant in the United States.,1
"In honor of the occasion, he wore nothing but a mask of his face.",0
"In honor of the occasion, he wore nothing but a mask of the president.",1
"Handcuffed and covered in pepper spray, Darius Robinson was strangled to death by a jailer in the back of a police car.",0
"Handcuffed and covered in pepper spray, Darius Robinson was strangled to death by a jailer in the back of a police car.",1
"After he managed to handle the child to a sympathetic neighbor, the fascists began to burn the house.",0
"After he managed to handle the child to a sympathetic neighbor, the fascists began to beat him.",1
But the Nexus 4 falls just short of perfection due to one major flaw.,0
"The Nexus 4 is a great phone, but it's not perfect.",1
Now and again either one might pull something out the bag and I’ll hold onto a little hope that the next one will be better.,0
Now and again either one might pull something out the bag and I’ll hold onto a little hope that the other will be able to pull something out of the bag.,1
Is Bernie Sanders poised to take another step towards the Democratic nomination?,0
Is Bernie Sanders poised to take another step toward the Democratic nomination?,1
"The ONS also said that prices for non-food items, such as clothing and footwear, rose by 1.5% in the year to September.",0
"The ONS also said that prices for non-food items such as clothing and footwear rose by 0.5 per cent in the year to October, while the cost of recreation and culture rose by 0.4 per cent.",1
"Whilst it was unlikely that Kloppo was going to be foolish enough to start out with a 4-2-3-1, it was a little bit of a surprise to see him go with a 4-3-3.",0
"Whilst it was unlikely that Kloppo was going to be foolish enough to try and take on the entire team, it was still a possibility.",1
The news that Hostess Brands plans to shut down and lay off its workers has prompted a run on Twinkies.,0
The news that Hostess Brands plans to shut down and lay off its workers has prompted a run on the company's products.,1
"President Trump on Monday welcomed the leader of Egypt to the White House for the first time in eight years, pledging to work with the Egyptian government to fight terrorism and to help the country’s economy.",0
"President Trump on Monday welcomed the leader of Egypt to the White House for the first time in eight years, pledging to work together to fight terrorism and to advance peace in the Middle East.",1
Corruption allegations against members of Sargsyan's inner circle have been a constant feature of his rule.,0
Corruption allegations against members of Sargsyan's inner circle have been a major source of tension between the government and the opposition.,1
"Colorectal cancer is the second-leading cause of cancer deaths in the United States, and it is preventable.",0
"Colorectal cancer is the second-leading cause of cancer deaths in the United States, but it is also one of the most preventable.",1
Pharmacy benefit managers negotiate drug prices and availability for some 266 million Americans.,0
Pharmacy benefit managers negotiate drug prices and availability for some 266 million Americans.,1
At the heart of this community is a small and diverse array of grass-roots groups whose members are dedicated to the preservation of the environment.,0
At the heart of this community is a small and diverse array of grass-roots groups whose members are dedicated to the preservation of the natural environment.,1
A total of 50 percent either strongly or somewhat approved of the job President Barack Obama is doing—32 percent strongly approved and 18 percent somewhat approved.,0
A total of 50 percent either strongly or somewhat approved of the job President Barack Obama is doing—32 percent strongly approved and 18 percent somewhat approved.,1
The barracks lie in ruins.,0
The barracks lie in ruins.,1
“The trial would involve releasing genetically modified male olive flies which would mate with the wild females and produce offspring that would die before they could reproduce.”,0
“The trial would involve releasing genetically modified male olive flies which would mate with the wild females and produce offspring that would not survive.”,1
"Alright, listen up fuck boi’s and mansplainers — it’s time to put your toxic masculinity in check.",0
"Alright, listen up fuck boi’s and mansplainers — it’s time to put your toxic masculinity in check.",1
Supporting huge pages transparently is essential as the tradeoffs between huge and non-huge pages depend on the workload.,0
Supporting huge pages transparently is essential as the tradeoffs between huge and non-huge pages depend on the workload.,1
"If you have 14-inch arms and want to start a mass building program, you should start with a 14-inch barbell.",0
"If you have 14-inch arms and want to start a mass building program, you should start with the bench press.",1
"Claims that the Jews caused the world wars through their financial conspiracies and so forth are not only anti-Semitic, but also anti-German.",0
"Claims that the Jews caused the world wars through their financial conspiracies and so forth are not only anti-Semitic, but also anti-historical.",1
"While the Walking Dead chases after zombie mythology and metaphor, Fortitude goes straight to the real fucking walking dead.",0
"While the Walking Dead chases after zombie mythology and metaphor, Fortitude goes straight to the real fucking walking dead. The show is set in a small town in the Arctic Circle, where a murder has just been committed. The town is a strange place, with a strange history, and the murder is just the beginning of a series of strange events. The",1
Here are the best new skincare products you’ll keep in mind.,0
Here are the best new skincare products you’ll keep in your bathroom.,1
"If it goes like the others, she’ll come home in the middle of the night, drunk, and she’ll be in a bad mood.",0
"If it goes like the others, she’ll come home in the middle of the night, drunk and crying.",1
"Whereas the ladies sat with their knees together or petitely crossed, selfish old men like you are sitting with their legs unfolded, taking up all the house.",0
"Whereas the ladies sat with their knees together or petitely crossed, selfish old men, who had no daughters, would sit with their legs wide apart, and their feet on the table.",1
"“But at this point the biggest threat to American democracy is not the president, but the people who support him.”",0
"“But at this point the biggest threat to American democracy is not the president, but the Republican Party.”",1
"A quarter century after its removal, sections of the infamous Berlin Wall are still being found.",0
"A quarter century after its removal, sections of the infamous Berlin Wall are still being found.",1
"At this point, few countries in the world are as harmful as the United States.",0
"At this point, few countries in the world are not affected by the coronavirus.",1
"On one hand, Zen and Taoism are often considered to be the same thing.",0
"On one hand, Zen and Taoism are often considered to be the same thing.",1
"I can honestly say that if I had the money to spend without killing my pocket book, I would buy a new car every year.",0
"I can honestly say that if I had the money to spend without killing my pocket book, I would buy a new car every year.",1
It's so prominent that people think even Hillary Clinton pulled it off.,0
It's so prominent that people think even Hillary Clinton pulled it off.,1
"Individuals who are born deaf use the ""hearing"" part of their brain to feel touch.",0
"Individuals who are born deaf use the ""hearing"" part of their brain to feel touch and vibrations.",1
